gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,charges_per_month,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,tenure_group_13-24,tenure_group_25-48,tenure_group_49-60,tenure_group_61-72
0,1,0,0,-1.1188008067964355,1,0,-0.1669118660402181,-0.8840282719595658,-0.24379915203311503,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,1,1,-1.1188008067964355,1,1,-0.5153389433808665,-0.9083081405722422,-0.6097554327264841,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,-1.2409180113122174,1,0,-0.46390447005915153,-0.9563849147691331,-0.11293503900035995,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,1,1,-0.10115743583158582,1,0,0.08860132400959055,-0.1322085066988697,0.05741441112950998,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1,0,1,0,0.14307697319997809,1,1,1.0111034906829266,0.5149619514401006,1.0445110738114731,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
0,0,1,1,0.9164859351332638,1,1,0.1367174442137754,0.676710660244983,0.16303618385195898,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
0,0,0,0,-0.06045170099299184,1,1,0.6576988836659831,0.13702142880371965,0.6407570764537767,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,1,1,1,-0.1825689055087738,0,1,-0.9633166142474143,-0.5829227765784898,-0.9981053827531631,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
1,0,0,0,-0.6710377235719016,1,0,-1.5257774676687466,-0.8669269901790279,-1.472862989859082,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0
1,0,0,0,-1.0780950719578415,1,0,-1.4859572302583868,-0.9531139378945502,-1.4290210303727606,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1,1,1,0,-0.22327464034736777,1,1,0.695859944517578,-0.03565980673634629,0.5720228144138161,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1,0,0,0,1.0386031396490458,1,1,-1.3150620447055927,-0.36308678716859677,-1.3075927795378421,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0
1,0,1,1,1.6084834273893616,1,1,1.326347036848275,2.384665504670697,1.4049204734671075,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1
0,0,0,0,-0.1825689055087738,0,1,-0.9682941439237093,-0.5883012284863612,-1.0125815014514767,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
1,0,1,1,0.30589991255435406,1,1,0.667653943018573,0.462911708690864,0.6271255091965717,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1,0,0,0,-1.2816237461508113,1,0,-1.4743429943470319,-1.001410240740742,-1.4703813695107997,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
0,0,0,0,-1.1188008067964355,1,1,0.5000771105833088,-0.8292997796888584,0.5810914517359344,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0,0,0,0,-1.2816237461508113,1,1,0.14169497389007057,-0.9800281502988372,0.1410174433071996,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,1,-0.8338606629262776,1,1,1.3396204493183947,-0.4503274724007632,1.3687301767213238,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
1,0,0,0,-1.1188008067964355,1,1,1.034331962505636,-0.811342336176047,0.8517535110552613,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0
1,0,1,0,1.5677776925507676,1,1,0.7024966507526377,1.644085606254205,0.6688918787061486,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
1,0,0,0,-1.2002122764736234,1,1,0.39886734049864436,-0.9101302283614394,0.37042945772618935,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,1,0,-0.10115743583158582,1,0,-1.5025489958460367,-0.7224551860741241,-1.4253261734097626,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0
0,0,1,0,-0.30468611002455576,1,1,-1.4842980536996218,-0.787413713402252,-1.476469611431919,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0
1,0,1,1,0.7943687306174818,1,0,-1.3399496930870676,-0.42600369805822663,-1.3017266327640729,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0
0,1,0,0,0.5501343215859179,1,1,1.495583045842304,1.1299056038617032,1.3578026552360127,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0
1,0,0,0,-0.9559778674420595,1,1,0.18483356441796028,-0.7478985565280951,0.049473226015006665,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,1,0,-0.5489205190561197,1,1,0.7273842991341125,-0.32354967742950963,0.575692839048443,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
0,0,0,0,-0.8338606629262776,1,1,-0.5153389433808665,-0.7418615186723211,-0.4621541691225359,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1,1,0,0.5094285867473239,1,1,1.1206091435614158,0.9766746066496946,1.1791068085531275,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
0,0,1,1,0.14307697319997809,1,1,1.313073624378155,0.6074932771204181,1.2382153287746225,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
1,0,0,0,0.22448844287716607,1,1,1.0011484313303363,0.610237385236679,1.0653992544428246,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
1,0,1,1,-1.2816237461508113,1,0,-1.5174815848749215,-1.0019810152289244,-1.5133961222143602,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
1,0,1,0,-0.9152721326034655,1,1,1.113972437326356,-0.5547792037381181,1.2850444238653582,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
1,0,1,1,-0.7931549280876836,1,0,-0.6679831867872458,-0.7648900739839826,-0.7253862146982448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,0,0,-0.5896262538947137,1,1,0.5664441729339085,-0.384556689070222,0.4716244208172577,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0
0,0,1,0,0.18378270803857208,0,0,-0.6480730680820658,-0.3109487329596397,-0.7240172820598301,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0
1,0,0,1,-1.1188008067964355,1,0,-1.4793205240233267,-0.956845924932665,-1.341337111400118,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0
1,0,0,0,-0.8745663977648716,1,0,0.33250027814804467,-0.6523596883523557,0.30435318259414634,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0,0,1,1.2828375486806096,1,1,1.135541732590301,1.6990994857690038,1.0418456297336887,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
1,0,0,0,-1.2816237461508113,1,0,-0.3112602266527725,-0.9860212824247508,-0.3106374600801864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1,1,1,0,0.18378270803857208,1,1,0.9148712502745568,0.5146107056012194,0.9574928948321639,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
0,0,1,1,0.631545791263106,1,1,1.3379612727596297,1.1837779344001371,1.2962806493311918,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
1,1,1,0,-0.5082147842175256,1,1,0.9828974891839214,-0.17635571807327502,0.9941157983683918,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
0,0,0,0,-0.2639803751859618,1,1,0.15165003324266044,-0.22008582501400878,0.14209917525388654,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,-0.10115743583158582,1,0,-1.5108448786398618,-0.756416268120969,-1.5106387662718244,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0
0,0,0,0,1.4863662228735797,1,1,0.06537285218688103,0.9995494919068453,0.0465959850314906,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
1,0,1,1,1.2421318138420157,1,1,0.8120023036311275,1.4472781721559735,0.7912544956227445,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1
1,0,1,0,-1.1188008067964355,1,0,-1.5125040551986266,-0.9550677428733279,-1.3145356116386686,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
1,0,1,0,0.26519417771576004,1,1,-1.4760021709057967,-0.6635556494667001,-1.4784413330351354,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0
1,0,0,1,-1.1595065416350294,1,1,1.2201597370873154,-0.850352577156812,0.8668913951797839,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
1,0,1,0,1.1200146093262338,1,0,1.2019087949409006,1.6535253381741426,1.1973053577738642,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0
1,0,1,1,-0.5489205190561197,1,0,1.273253386967795,-0.1267202904663479,1.3564018931782484,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0
0,0,1,0,-0.8745663977648716,1,1,1.2301147964399053,-0.5075366384085704,1.296550118207394,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
0,1,0,0,-0.06045170099299184,1,1,1.1620885575305409,0.3887110252271693,1.2526232547990888,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
1,0,0,0,-0.10115743583158582,1,1,0.642766294637098,0.06027421300813474,0.540944349212611,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,0,0,0,0.8350744654560759,1,0,-1.3382905165283026,-0.4488566304504474,-1.35020227088329,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0
0,0,0,0,-1.1188008067964355,1,1,0.8103431270723621,-0.8076981605976526,0.9066800414305775,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1,1,0,0,0.7536629957788878,1,1,0.4868036981131887,0.7347101293902735,0.4300532250483191,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,1,0,1.5677776925507676,1,0,0.8086839505135972,1.794572495349953,0.8286243433772796,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1
0,0,0,1,1.1607203441648277,1,1,-1.3250171040581826,-0.3525494120021549,-1.3359399261617773,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1
1,1,0,0,-0.9966836022806536,1,1,0.31756768911915967,-0.74410071089519,0.36002043904311576,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0,1,0,-0.9152721326034655,1,1,-0.3311703453579522,-0.7606531710524758,-0.2664646178807605,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,1,0,-0.8338606629262776,0,1,-0.5004063543519814,-0.7394467035300115,-0.44698871143858815,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1,0,1,0,1.3642490183577978,1,0,-0.03583691789778363,0.8619928402549192,-0.010687267276686245,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
1,0,0,0,-0.3453918448631497,1,0,-0.14866092389380306,-0.37783911240161533,-0.1623606442703165,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,1,1,-1.1595065416350294,1,0,-0.2797358720362375,-0.9071885444608078,-0.20392778510404574,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,-1.1595065416350294,1,1,0.7970697146022425,-0.8544577628987383,0.7895475609916508,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0,0,0,1,0.1023712383613841,1,0,-0.30960105009400735,-0.12507382559659136,-0.24238108326266816,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
0,1,0,0,0.5094285867473239,1,1,0.689223238282518,0.6483914644851706,0.6293267983573629,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,0,0,1.3235432835192036,1,1,1.495583045842304,2.123865469301261,1.4852411915516628,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1
0,0,1,1,-0.7524491932490895,1,1,0.5299422886410788,-0.5042656615339874,0.5758918662442951,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0,0,1,1,1.1607203441648277,0,1,-0.4722003528529765,0.3457273156940585,-0.4732581771107973,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
1,0,1,1,1.4456604880349857,1,0,0.5116913464946635,1.3495879232170855,0.46681526765865844,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
0,0,1,1,-0.38609757970174374,1,1,-0.2382564580671127,-0.4471662598508307,-0.3031566335230454,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
0,0,0,0,0.9164859351332638,1,1,0.5515115839050234,0.9695179726824861,0.5642465136142601,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,1,1,1.4863662228735797,1,0,-1.3432680462045974,-0.2560226649045615,-1.3247450217285102,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1
0,0,1,0,-1.0373893371192475,1,0,0.5415565245524336,-0.7557137764432061,0.5933813810798091,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
0,0,1,1,1.6084834273893616,1,0,0.4685527559667738,1.5056947457349357,0.4849056852738058,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0,1,1,1.1607203441648277,1,1,-0.5053838840282764,0.2898133687171265,-0.5423367238547876,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,1,1,0,1.2828375486806096,1,0,0.5100321699358986,1.1926468918318922,0.4454812397870889,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
0,1,1,0,-0.019745966154397852,1,1,0.9380997220972668,0.27646602683963345,0.881987918965168,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
0,0,0,0,-1.2816237461508113,1,1,0.4851445215544238,-0.9754839072583089,0.4834810513701623,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,0,0,-1.2002122764736234,1,1,0.5763992322864984,-0.9162770305418638,0.21601752494417695,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,0,1,-1.2002122764736234,1,0,-1.4842980536996218,-0.9881946160528295,-1.5906020886053662,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0,0,1,0,1.6084834273893616,1,1,0.6460846477546283,1.6662799526985235,0.6529895079375588,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1
0,0,0,1,-0.2639803751859618,0,1,-1.1657361544167435,-0.6650923500118062,-1.1477707242340955,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,0,0,0,0.26519417771576004,1,1,1.1786803231181906,0.6587532167321717,1.0767367876219318,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
0,0,0,0,-1.2816237461508113,1,0,-1.5058673489635668,-1.0018273451744135,-1.5018152272557093,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
0,0,0,0,-1.2816237461508113,1,1,-1.5075265255223318,-1.0018492980393439,-1.5034696408212307,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
0,0,1,1,0.9571916699718578,1,0,0.7954105380434776,1.1708257440913856,0.7867114234507566,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0
0,1,1,0,0.428017117070136,1,1,1.4142833944628193,0.9802309707683685,1.340121005703593,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0
0,0,0,1,-1.2816237461508113,1,0,-1.3117436915880627,-0.9992588599775934,-1.3082488400896868,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
1,0,0,0,-0.1418631706701798,1,0,0.1981069768880804,-0.14783894652909185,0.09286830367615821,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0
1,0,0,0,-1.2409180113122174,1,1,0.5664441729339085,-0.9293389851752657,0.906183717360921,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0,0,0,1.4456604880349857,1,0,0.4868036981131887,1.3874785680864161,0.5088081766893967,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1,0,1,1,1.4049547531963917,1,1,0.8169798333074222,1.787745154356696,0.9986950669613169,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,0,1,1,-0.5489205190561197,1,1,-1.3283354571757127,-0.8050638168060421,-1.3341970107489196,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0
1,0,1,1,1.3642490183577978,0,1,-0.2714399892424126,0.6177891707726292,-0.289531153683684,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1
0,0,1,0,-1.1595065416350294,0,1,-1.1906238027982183,-0.9535090894632918,-1.0766309409166686,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,1,1,-0.9559778674420595,1,0,-1.4992306427285067,-0.9179234954116203,-1.3742415589810468,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0
1,1,1,0,0.8350744654560759,1,1,1.2915043291142099,1.3980378961177882,1.2759451492549894,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
0,0,0,0,-0.38609757970174374,1,1,-1.5075265255223318,-0.8039661735595378,-1.4722515761500847,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0
0,0,1,0,0.7129572609402939,1,0,1.4474669256381192,1.4530078699027262,1.564276345454087,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0
1,0,0,0,-1.2409180113122174,1,0,0.33250027814804467,-0.9437839702992631,0.3618816543043277,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,1,0,1.0793088744876398,1,0,-1.4793205240233267,-0.4541253180336683,-1.4381343254370744,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0
1,0,1,1,1.2421318138420157,1,0,0.6162194696968583,1.3758655025384001,0.7058289824697026,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1
0,0,1,0,-0.30468611002455576,1,1,0.2030845065643751,-0.20355531772165308,0.28356171611253694,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
0,0,0,0,-0.7524491932490895,1,1,0.5150096996121938,-0.5397414912610083,0.38492527182409225,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1,0,1,0,1.3235432835192036,1,0,0.07035038186317573,0.8817284658270675,0.04508690902334178,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1,1,1,0,1.4863662228735797,0,0,-0.2780766954774726,0.7250289159561051,-0.253236502459047,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1
0,0,1,1,-0.4675090493789317,1,1,0.3026351000902746,-0.3229789029413274,0.31827603961308115,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,1,1,0.428017117070136,1,1,0.873391836305432,0.7518772697656018,0.9399068217837037,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
1,1,1,0,1.5677776925507676,1,1,0.8982794846869069,1.8808692073901256,0.9202229310683399,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
1,0,0,1,-0.5489205190561197,0,1,-1.3134028681468275,-0.7618605786236307,-1.1628345951201602,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0,0,0,0,0.30589991255435406,1,0,-1.5025489958460367,-0.6458835931979799,-1.4619024999875017,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0
0,0,0,0,-0.9559778674420595,1,1,0.6095827634617982,-0.6577161873952969,0.804621106810847,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1,0,0,0,1.0386031396490458,1,1,1.27159421040903,1.631682237568706,1.2843027901980553,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0
0,0,0,0,-1.2816237461508113,1,0,-1.4942531130522119,-1.001673675119903,-1.4902343322970584,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1,0,1,1,0.590840056424512,1,1,1.6100662283970886,1.3244079871422758,1.5950709659575102,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0
0,0,1,0,1.0386031396490458,1,1,0.642766294637098,1.1481703874835356,0.6560535008771523,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
1,0,0,0,0.30589991255435406,1,1,1.2516840917038503,0.7933023258886761,1.2495986132240582,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
0,0,0,0,0.346605647392948,1,1,0.12178485518489039,0.25277888558006945,0.17317762895892347,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0
